image_name,0,1,2,3,4,5,6,7,8
2025-05-24 10:56:10.334812,"[0.5359351634979248, 0.6127699613571167, -1.1639511585235596, 0.9973067045211792]","[0.5586054921150208, 0.5295886397361755, -1.1088143587112427, 0.9957783222198486]","[0.5725305080413818, 0.5323521494865417, -1.1091549396514893, 0.9964098334312439]","[0.5873902440071106, 0.5356839895248413, -1.1093019247055054, 0.9951037168502808]","[0.5119398832321167, 0.524897038936615, -1.116756558418274, 0.9962294101715088]","[0.4956899583339691, 0.5249877572059631, -1.1164430379867554, 0.997056245803833]","[0.4805479049682617, 0.526544988155365, -1.1169606447219849, 0.9967334866523743]","[0.6101001501083374, 0.5729169845581055, -0.6819118857383728, 0.9961519241333008]","[0.450786292552948, 0.5683107376098633, -0.7076997756958008, 0.9979224801063538]"
2025-05-24 10:56:10.402073,"[0.5306280851364136, 0.6127051711082458, -1.1885085105895996, 0.9972746968269348]","[0.5555633902549744, 0.5284449458122253, -1.1371947526931763, 0.9956446290016174]","[0.5701364278793335, 0.5316677689552307, -1.1375106573104858, 0.996244490146637]","[0.5849660038948059, 0.5353828072547913, -1.1376605033874512, 0.9949135780334473]","[0.5076701045036316, 0.5230821967124939, -1.1414241790771484, 0.9961088299751282]","[0.4917823374271393, 0.5231198072433472, -1.141027808189392, 0.9969282746315002]","[0.4768373668193817, 0.5246567726135254, -1.1415354013442993, 0.9966280460357666]","[0.6097270846366882, 0.5729297399520874, -0.7255262136459351, 0.9959349036216736]","[0.450175017118454, 0.5667332410812378, -0.7256572842597961, 0.9978339076042175]"
2025-05-24 10:56:10.467053,"[0.5241358280181885, 0.6132671236991882, -1.1481499671936035, 0.997389018535614]","[0.5508384704589844, 0.5284529328346252, -1.1016898155212402, 0.9957908391952515]","[0.5662424564361572, 0.5316692590713501, -1.102035641670227, 0.996366560459137]","[0.5805187225341797, 0.5353787541389465, -1.102179765701294, 0.9950844049453735]","[0.5020791888237, 0.5233365893363953, -1.0962785482406616, 0.996224582195282]","[0.4867714047431946, 0.5234725475311279, -1.0957295894622803, 0.9970147013664246]","[0.4719301462173462, 0.5251502394676208, -1.096208095550537, 0.9967252612113953]","[0.608042299747467, 0.5729390382766724, -0.7181176543235779, 0.9960704445838928]","[0.44915515184402466, 0.5668736100196838, -0.6686655282974243, 0.9978925585746765]"
2025-05-24 10:56:10.533377,"[0.5235294699668884, 0.615781843662262, -1.0979055166244507, 0.9974296689033508]","[0.5501006841659546, 0.5306596755981445, -1.0495107173919678, 0.9958528876304626]","[0.5654714107513428, 0.5340796709060669, -1.049893856048584, 0.9964383840560913]","[0.5796891450881958, 0.5379377603530884, -1.0500963926315308, 0.9951805472373962]","[0.5013469457626343, 0.5249873995780945, -1.0484950542449951, 0.9962471723556519]","[0.48602432012557983, 0.5247573256492615, -1.048060655593872, 0.9970377087593079]","[0.47126373648643494, 0.5262516736984253, -1.0485090017318726, 0.9967344403266907]","[0.6073161959648132, 0.5742101073265076, -0.6513283848762512, 0.9961768984794617]","[0.4487575590610504, 0.5671886801719666, -0.6268864870071411, 0.997905433177948]"
2025-05-24 10:56:10.601751,"[0.5221784710884094, 0.6185147166252136, -1.0882935523986816, 0.9974693059921265]","[0.5490629076957703, 0.5321304202079773, -1.0400974750518799, 0.9958667755126953]","[0.5646131038665771, 0.5353438854217529, -1.0403988361358643, 0.9964900016784668]","[0.5788885354995728, 0.5389832258224487, -1.0405020713806152, 0.9952055215835571]","[0.4999149739742279, 0.5263041257858276, -1.0414539575576782, 0.9962577819824219]","[0.4845321774482727, 0.525737464427948, -1.041087031364441, 0.9970718026161194]","[0.4697955846786499, 0.5269719362258911, -1.041554570198059, 0.9967430233955383]","[0.6071274876594543, 0.5746273994445801, -0.6492375731468201, 0.9962175488471985]","[0.4483598470687866, 0.5672181248664856, -0.6355734467506409, 0.9979292154312134]"
2025-05-24 10:56:10.667960,"[0.5226200819015503, 0.6198415160179138, -1.0314645767211914, 0.9975296258926392]","[0.5491505265235901, 0.5341665148735046, -0.9813977479934692, 0.9959163665771484]","[0.5646256804466248, 0.537415623664856, -0.9817172288894653, 0.9965351223945618]","[0.5789268612861633, 0.5410400629043579, -0.9818572402000427, 0.9952592849731445]","[0.5001119375228882, 0.527661919593811, -0.9836589694023132, 0.9963057041168213]","[0.4846024811267853, 0.5267825722694397, -0.9832345247268677, 0.9971196055412292]","[0.46978846192359924, 0.5279004573822021, -0.9837058186531067, 0.9967978000640869]","[0.6069985032081604, 0.5756292939186096, -0.5959179997444153, 0.9962497353553772]","[0.44827955961227417, 0.5674839615821838, -0.585030198097229, 0.9979689717292786]"
2025-05-24 10:56:10.735396,"[0.5229240655899048, 0.6258395314216614, -1.0776251554489136, 0.9975559115409851]","[0.5492473244667053, 0.5389775633811951, -1.0379961729049683, 0.9959149360656738]","[0.5646735429763794, 0.5412636399269104, -1.0382354259490967, 0.9965463280677795]","[0.5789502263069153, 0.5438728928565979, -1.0384224653244019, 0.9952573180198669]","[0.5001109838485718, 0.5347606539726257, -1.0371841192245483, 0.9963164329528809]","[0.4844168722629547, 0.534046471118927, -1.0367462635040283, 0.997137188911438]","[0.46944886445999146, 0.5351207852363586, -1.0371968746185303, 0.9968059062957764]","[0.6071561574935913, 0.5768431425094604, -0.6597030162811279, 0.9962734580039978]","[0.44801852107048035, 0.5714370608329773, -0.6414673328399658, 0.9979842901229858]"
2025-05-24 10:56:10.801671,"[0.5229955315589905, 0.6271218657493591, -1.1320106983184814, 0.9975629448890686]","[0.5493307113647461, 0.5395519137382507, -1.0868841409683228, 0.995856761932373]","[0.5647826790809631, 0.5414379835128784, -1.0871609449386597, 0.9965384602546692]","[0.5791374444961548, 0.5438652038574219, -1.0873196125030518, 0.9951874017715454]","[0.5002208948135376, 0.536804735660553, -1.0914490222930908, 0.9962784051895142]","[0.4845448136329651, 0.5365254878997803, -1.091100811958313, 0.9971371293067932]","[0.46954959630966187, 0.5379350781440735, -1.0915547609329224, 0.9967755675315857]","[0.6072832942008972, 0.5768179297447205, -0.6957715749740601, 0.9962272644042969]","[0.4477234482765198, 0.5734439492225647, -0.6970272660255432, 0.9979868531227112]"
2025-05-24 10:56:10.868450,"[0.5252989530563354, 0.6300753951072693, -1.2158446311950684, 0.9972668290138245]","[0.5506148934364319, 0.5414137244224548, -1.1649377346038818, 0.9954656362533569]","[0.5657824277877808, 0.5425971150398254, -1.1652921438217163, 0.9962250590324402]","[0.5802305340766907, 0.5444290637969971, -1.165525197982788, 0.9946972131729126]","[0.501516580581665, 0.5394248962402344, -1.1731679439544678, 0.9959444403648376]","[0.48551350831985474, 0.5392104983329773, -1.1730526685714722, 0.9968972206115723]","[0.47019365429878235, 0.5404725670814514, -1.173561692237854, 0.99647057056427]","[0.6075581312179565, 0.5768144130706787, -0.7462738752365112, 0.9959292411804199]","[0.44770723581314087, 0.5753165483474731, -0.7677013278007507, 0.9977766871452332]"
2025-05-24 10:56:10.934801,"[0.5382441282272339, 0.6322731971740723, -1.1924434900283813, 0.9966503977775574]","[0.55661940574646, 0.5442124605178833, -1.1387410163879395, 0.9944923520088196]","[0.5703732967376709, 0.5448177456855774, -1.1391103267669678, 0.9954349398612976]","[0.5839511752128601, 0.5461781024932861, -1.139350175857544, 0.9935358762741089]","[0.5122172236442566, 0.5422793626785278, -1.1517759561538696, 0.9951047301292419]","[0.4954553246498108, 0.5418637990951538, -1.151598572731018, 0.9963167309761047]","[0.4799118936061859, 0.5428841710090637, -1.1521363258361816, 0.9957931041717529]","[0.6073423624038696, 0.5772383213043213, -0.7331497669219971, 0.9950270652770996]","[0.44876283407211304, 0.5774611830711365, -0.759911298751831, 0.9973944425582886]"
2025-05-24 10:56:11.001713,"[0.5399150848388672, 0.6320175528526306, -1.1852799654006958, 0.996554970741272]","[0.5580065846443176, 0.5440654754638672, -1.1283339262008667, 0.9943162202835083]","[0.5716602206230164, 0.5446866154670715, -1.1286970376968384, 0.99534010887146]","[0.5855430960655212, 0.5460897088050842, -1.1288988590240479, 0.9933304190635681]","[0.5134910345077515, 0.5418729186058044, -1.1434001922607422, 0.994983434677124]","[0.4965079426765442, 0.5414579510688782, -1.1432632207870483, 0.9962693452835083]","[0.48066192865371704, 0.5425075888633728, -1.143810749053955, 0.9956982135772705]","[0.6078141331672668, 0.5772417187690735, -0.7206572890281677, 0.994904100894928]","[0.4487503170967102, 0.5774944424629211, -0.7599329352378845, 0.9973680377006531]"
2025-05-24 10:56:11.068119,"[0.5413280725479126, 0.6321674585342407, -1.1870464086532593, 0.9965804219245911]","[0.5585967898368835, 0.5440219044685364, -1.1298211812973022, 0.9943878054618835]","[0.5720995664596558, 0.544628918170929, -1.1301608085632324, 0.9953921437263489]","[0.5860170125961304, 0.545896053314209, -1.1303259134292603, 0.9934096932411194]","[0.5142812728881836, 0.541811466217041, -1.1448695659637451, 0.9950425028800964]","[0.49738407135009766, 0.5414158701896667, -1.144657015800476, 0.9963088035583496]","[0.4813794791698456, 0.5424888730049133, -1.145169734954834, 0.9957495927810669]","[0.6077983975410461, 0.5768669247627258, -0.7114055156707764, 0.9949696063995361]","[0.44876229763031006, 0.5778424739837646, -0.7533555626869202, 0.9974148273468018]"
2025-05-24 10:56:11.135250,"[0.5419427752494812, 0.6317616105079651, -1.1370030641555786, 0.9967108368873596]","[0.5588540434837341, 0.5427506566047668, -1.0793956518173218, 0.9946098923683167]","[0.5722742080688477, 0.5429375171661377, -1.079732060432434, 0.9955756068229675]","[0.5861840844154358, 0.5438766479492188, -1.0799437761306763, 0.9936811923980713]","[0.5144599676132202, 0.5412556529045105, -1.0952805280685425, 0.9952247738838196]","[0.4975678026676178, 0.5410822033882141, -1.0949417352676392, 0.9964479804039001]","[0.4815942943096161, 0.542344331741333, -1.0953553915023804, 0.9959074854850769]","[0.6075993180274963, 0.5751239657402039, -0.6586435437202454, 0.9951742887496948]","[0.4488065540790558, 0.5779041647911072, -0.709062397480011, 0.9975216388702393]"
2025-05-24 10:56:11.201455,"[0.5421411395072937, 0.6317243576049805, -1.2211413383483887, 0.9966274499893188]","[0.5590838193893433, 0.5427353978157043, -1.1594914197921753, 0.994566023349762]","[0.5723938345909119, 0.5429297089576721, -1.1599104404449463, 0.9955350756645203]","[0.5863134264945984, 0.5438704490661621, -1.1601165533065796, 0.9936303496360779]","[0.514693021774292, 0.5411867499351501, -1.1736044883728027, 0.9951648116111755]","[0.4977665841579437, 0.5410225987434387, -1.1734014749526978, 0.9963895678520203]","[0.4817357361316681, 0.5423036813735962, -1.1739180088043213, 0.9958463907241821]","[0.6076165437698364, 0.5751217603683472, -0.7021803259849548, 0.9951816201210022]","[0.4488239884376526, 0.5782315135002136, -0.7515003681182861, 0.9975014925003052]"
2025-05-24 10:56:11.268106,"[0.5427793860435486, 0.6307987570762634, -1.2079321146011353, 0.9966452121734619]","[0.5595989227294922, 0.5426172018051147, -1.149515151977539, 0.9946524500846863]","[0.5728768706321716, 0.5428574681282043, -1.1499003171920776, 0.9955918788909912]","[0.5868805050849915, 0.5438239574432373, -1.1501322984695435, 0.9937849044799805]","[0.5152363181114197, 0.5405078530311584, -1.1630148887634277, 0.995179295539856]","[0.4981752336025238, 0.540128231048584, -1.1627144813537598, 0.996358335018158]","[0.4820733964443207, 0.5411661267280579, -1.1631709337234497, 0.9958261847496033]","[0.6076730489730835, 0.5750333666801453, -0.7025241851806641, 0.9952918887138367]","[0.4488492012023926, 0.5778563618659973, -0.7485997080802917, 0.9974557161331177]"
2025-05-24 10:56:11.336461,"[0.5428808331489563, 0.6292433142662048, -1.1946017742156982, 0.9966543316841125]","[0.5598720908164978, 0.5417364835739136, -1.1368358135223389, 0.9946287274360657]","[0.573170006275177, 0.5421815514564514, -1.137294054031372, 0.9955479502677917]","[0.5872918367385864, 0.5433459877967834, -1.1375772953033447, 0.9937998652458191]","[0.5154436230659485, 0.5390109419822693, -1.1490036249160767, 0.9951196908950806]","[0.49835115671157837, 0.5385704040527344, -1.1485828161239624, 0.9962769746780396]","[0.4822647273540497, 0.5394745469093323, -1.1490364074707031, 0.9957675337791443]","[0.60789555311203, 0.5748587846755981, -0.699425458908081, 0.9952632784843445]","[0.4489821493625641, 0.5770702958106995, -0.7391461730003357, 0.9974007606506348]"
2025-05-24 10:56:11.402414,"[0.5424367785453796, 0.6276310086250305, -1.195709228515625, 0.9967336654663086]","[0.5598417520523071, 0.540770947933197, -1.1377924680709839, 0.9947423338890076]","[0.5731537938117981, 0.5415842533111572, -1.1381932497024536, 0.9956555366516113]","[0.5872935056686401, 0.5430126190185547, -1.1384072303771973, 0.9939271807670593]","[0.5151825547218323, 0.5370855331420898, -1.148866057395935, 0.9952057600021362]","[0.4980590045452118, 0.5364859700202942, -1.148512601852417, 0.9963511228561401]","[0.4820418357849121, 0.537343442440033, -1.1489626169204712, 0.995833694934845]","[0.6080028414726257, 0.5747647285461426, -0.7038221955299377, 0.9953726530075073]","[0.44899529218673706, 0.5757715702056885, -0.7377938628196716, 0.9974405765533447]"
2025-05-24 10:56:11.468598,"[0.5420386791229248, 0.6239890456199646, -1.1017743349075317, 0.9968757033348083]","[0.5596145391464233, 0.5386114716529846, -1.044975757598877, 0.9949415326118469]","[0.5728235244750977, 0.5400917530059814, -1.0452741384506226, 0.9958368539810181]","[0.5870258212089539, 0.542073667049408, -1.0454425811767578, 0.994170606136322]","[0.514851450920105, 0.5337653756141663, -1.0544962882995605, 0.9953687787055969]","[0.497684508562088, 0.5331624746322632, -1.0540577173233032, 0.9964832067489624]","[0.4818201959133148, 0.5341973304748535, -1.054459810256958, 0.9959672689437866]","[0.6078739166259766, 0.5746071934700012, -0.6340853571891785, 0.9955723881721497]","[0.44899284839630127, 0.57459557056427, -0.6568377614021301, 0.9975339770317078]"
2025-05-24 10:56:11.535863,"[0.5419673323631287, 0.6203023791313171, -1.0805346965789795, 0.9969217777252197]","[0.5596628189086914, 0.5366608500480652, -1.0231314897537231, 0.9949615001678467]","[0.5728774666786194, 0.5389574766159058, -1.0234906673431396, 0.9958430528640747]","[0.587147057056427, 0.541557788848877, -1.0236684083938599, 0.9942036867141724]","[0.5148659348487854, 0.5300102233886719, -1.034384846687317, 0.995378315448761]","[0.4976958632469177, 0.5291702151298523, -1.0339159965515137, 0.996487021446228]","[0.4818815290927887, 0.5299435257911682, -1.0343724489212036, 0.9959812164306641]","[0.6078981757164001, 0.5745941400527954, -0.6125820279121399, 0.9955472350120544]","[0.449069082736969, 0.5719728469848633, -0.6430385112762451, 0.9975237250328064]"
2025-05-24 10:56:11.601808,"[0.541911244392395, 0.6188332438468933, -1.1003464460372925, 0.9969876408576965]","[0.5596405267715454, 0.5350790023803711, -1.0433496236801147, 0.9950230717658997]","[0.5728203654289246, 0.5375412106513977, -1.0437071323394775, 0.9958882331848145]","[0.5870926976203918, 0.5403525233268738, -1.0438889265060425, 0.9942751526832581]","[0.514847993850708, 0.5286462306976318, -1.054681420326233, 0.995432436466217]","[0.4976857006549835, 0.5280945897102356, -1.0542739629745483, 0.9965323209762573]","[0.4818771779537201, 0.5291351079940796, -1.0547336339950562, 0.9960389137268066]","[0.607641339302063, 0.574118971824646, -0.6273871660232544, 0.9955937266349792]","[0.44907158613204956, 0.5716397762298584, -0.6593189835548401, 0.9975664019584656]"
2025-05-24 10:56:11.672799,"[0.5411792993545532, 0.6185557842254639, -1.1059156656265259, 0.9971000552177429]","[0.5594440698623657, 0.5342296957969666, -1.0468711853027344, 0.995153546333313]","[0.5726159811019897, 0.5365703105926514, -1.0472596883773804, 0.9959792494773865]","[0.5869175791740417, 0.5393473505973816, -1.0474504232406616, 0.9944189786911011]","[0.5144630670547485, 0.5283645987510681, -1.060204029083252, 0.9955546259880066]","[0.4973600208759308, 0.5279256701469421, -1.059938907623291, 0.9966138005256653]","[0.4815324544906616, 0.5290592312812805, -1.0604157447814941, 0.9961469173431396]","[0.6075807213783264, 0.5735225677490234, -0.6306943297386169, 0.9956505298614502]","[0.4490394592285156, 0.5713561177253723, -0.6667159199714661, 0.997635543346405]"
2025-05-24 10:56:11.736197,"[0.5407153367996216, 0.6177124977111816, -1.1335182189941406, 0.9971145987510681]","[0.5592830181121826, 0.5324136018753052, -1.083719253540039, 0.995104193687439]","[0.5724875926971436, 0.534654438495636, -1.084015130996704, 0.9959501028060913]","[0.5868347883224487, 0.5374284982681274, -1.0842247009277344, 0.9943709969520569]","[0.5140436887741089, 0.5275261402130127, -1.0926837921142578, 0.9955349564552307]","[0.49691641330718994, 0.5274103283882141, -1.092355728149414, 0.996600329875946]","[0.48104894161224365, 0.5288023948669434, -1.0927881002426147, 0.9961356520652771]","[0.6076235175132751, 0.5725496411323547, -0.6971222162246704, 0.9955829381942749]","[0.4489802420139313, 0.5711418390274048, -0.714922308921814, 0.9976294040679932]"
2025-05-24 10:56:11.802949,"[0.5395529270172119, 0.6172330379486084, -1.151856541633606, 0.9972329139709473]","[0.5591091513633728, 0.5316295623779297, -1.0993492603302002, 0.9952650666236877]","[0.5723692774772644, 0.5338658094406128, -1.099671483039856, 0.9960938692092896]","[0.5867730975151062, 0.5366858243942261, -1.099905014038086, 0.9945632815361023]","[0.5134800672531128, 0.5270130038261414, -1.1071875095367432, 0.995670735836029]","[0.4963518977165222, 0.5269486308097839, -1.1067792177200317, 0.9967085719108582]","[0.48042187094688416, 0.5284035801887512, -1.1071869134902954, 0.9962501525878906]","[0.6077318787574768, 0.5721457004547119, -0.6997296810150146, 0.9957348108291626]","[0.44889169931411743, 0.5702754855155945, -0.7161980867385864, 0.9977031350135803]"
2025-05-24 10:56:11.868145,"[0.5368976593017578, 0.6172000765800476, -1.147046446800232, 0.9974237084388733]","[0.5581753253936768, 0.5315371751785278, -1.0949937105178833, 0.9955698847770691]","[0.5716940760612488, 0.5338156223297119, -1.095287799835205, 0.9963533282279968]","[0.5861645340919495, 0.5366699695587158, -1.0954492092132568, 0.9949150085449219]","[0.5114506483078003, 0.5268635153770447, -1.100263237953186, 0.9959478974342346]","[0.49441957473754883, 0.5267461538314819, -1.0998071432113647, 0.9969220757484436]","[0.4785309135913849, 0.5281834006309509, -1.1001955270767212, 0.9964883923530579]","[0.6077554821968079, 0.5721259117126465, -0.6982302069664001, 0.9960206151008606]","[0.4485440254211426, 0.5693099498748779, -0.7003039121627808, 0.9978542327880859]"
2025-05-24 10:56:11.936282,"[0.5341466069221497, 0.6205331087112427, -1.1399236917495728, 0.9975077509880066]","[0.556286633014679, 0.5361947417259216, -1.088152527809143, 0.9956557154655457]","[0.5700353980064392, 0.5382456183433533, -1.0884521007537842, 0.9964433908462524]","[0.5841976404190063, 0.5405569672584534, -1.0885943174362183, 0.9950106739997864]","[0.5091918706893921, 0.5320069193840027, -1.0927058458328247, 0.9960386753082275]","[0.4925585687160492, 0.5314443707466125, -1.0922549962997437, 0.9970105290412903]","[0.4769344925880432, 0.5322862863540649, -1.09269380569458, 0.9965814352035522]","[0.6068427562713623, 0.5739245414733887, -0.69249427318573, 0.9960947632789612]","[0.44844263792037964, 0.5703403353691101, -0.689420759677887, 0.9979256987571716]"
2025-05-24 10:56:12.002384,"[0.5313299894332886, 0.6206649541854858, -1.132380723953247, 0.9975752234458923]","[0.5548710227012634, 0.5370520353317261, -1.080543875694275, 0.9957443475723267]","[0.5688401460647583, 0.53946453332901, -1.0808873176574707, 0.9965262413024902]","[0.5827990770339966, 0.5420933961868286, -1.08100426197052, 0.9951148629188538]","[0.5072627663612366, 0.5322663187980652, -1.0839126110076904, 0.9961323738098145]","[0.4908030927181244, 0.5315647721290588, -1.08344566822052, 0.9970855116844177]","[0.4753502905368805, 0.5323493480682373, -1.0839412212371826, 0.9966689348220825]","[0.606171727180481, 0.5749186277389526, -0.6839545369148254, 0.9961960911750793]","[0.4483420252799988, 0.5701777935028076, -0.6773980259895325, 0.9979886412620544]"
2025-05-24 10:56:12.069251,"[0.5276171565055847, 0.6180878281593323, -1.116315484046936, 0.9976620674133301]","[0.5527617335319519, 0.5350319147109985, -1.0682755708694458, 0.9958837032318115]","[0.5671995878219604, 0.5382530093193054, -1.0685731172561646, 0.9966288805007935]","[0.5810221433639526, 0.5416063666343689, -1.0686842203140259, 0.9952616095542908]","[0.5040128827095032, 0.5286874771118164, -1.0691434144973755, 0.9962719678878784]","[0.4877264201641083, 0.5279757976531982, -1.0687596797943115, 0.9971866011619568]","[0.4721991717815399, 0.5287933349609375, -1.0692591667175293, 0.996793806552887]","[0.6058591604232788, 0.5749025344848633, -0.6831768751144409, 0.9963091611862183]","[0.44776085019111633, 0.5673408508300781, -0.6720277667045593, 0.9980617165565491]"
2025-05-24 10:56:12.135976,"[0.5222706198692322, 0.6182560920715332, -1.0147514343261719, 0.9977670907974243]","[0.5495859980583191, 0.5352646708488464, -0.9702931642532349, 0.9959882497787476]","[0.5648413896560669, 0.5387473106384277, -0.9705343842506409, 0.9967286586761475]","[0.5786195993423462, 0.5424618124961853, -0.9707263112068176, 0.9953840374946594]","[0.5002769827842712, 0.528676450252533, -0.968615710735321, 0.9963698983192444]","[0.48456069827079773, 0.527953565120697, -0.968045175075531, 0.9972702264785767]","[0.46929457783699036, 0.5287225246429443, -0.9685297012329102, 0.9968820810317993]","[0.6052757501602173, 0.575887143611908, -0.6144589185714722, 0.9963815808296204]","[0.4475312829017639, 0.5669195652008057, -0.5869204998016357, 0.998115062713623]"
2025-05-24 10:56:12.202718,"[0.5222891569137573, 0.6218169331550598, -1.0479732751846313, 0.9978015422821045]","[0.5494015216827393, 0.5389074087142944, -0.9945526719093323, 0.9960207939147949]","[0.5646551847457886, 0.5424332022666931, -0.9948650002479553, 0.9967365860939026]","[0.5784496665000916, 0.545969545841217, -0.9951373338699341, 0.9954105019569397]","[0.500152051448822, 0.5319502353668213, -0.9981337785720825, 0.9964152574539185]","[0.4845089912414551, 0.530698835849762, -0.9975683093070984, 0.9972921013832092]","[0.46933215856552124, 0.5310083031654358, -0.997999370098114, 0.9969260692596436]","[0.6051209568977356, 0.5779886245727539, -0.6267977952957153, 0.9963836669921875]","[0.4475468695163727, 0.5676200985908508, -0.5951979160308838, 0.9981328845024109]"
2025-05-24 10:56:12.269186,"[0.5227115154266357, 0.625281572341919, -1.0598489046096802, 0.9977426528930664]","[0.5494477152824402, 0.5404051542282104, -1.0103216171264648, 0.9958416819572449]","[0.5646563768386841, 0.54307621717453, -1.0106208324432373, 0.9966303706169128]","[0.5784377455711365, 0.5460324287414551, -1.010840892791748, 0.9952072501182556]","[0.5002222657203674, 0.535480797290802, -1.0155673027038574, 0.9962856769561768]","[0.4846371114253998, 0.5346420407295227, -1.0151089429855347, 0.997230589389801]","[0.4695171117782593, 0.5350548028945923, -1.0155675411224365, 0.9968394637107849]","[0.6041392087936401, 0.577729344367981, -0.634463369846344, 0.9962239265441895]","[0.44754019379615784, 0.5695733428001404, -0.6167137622833252, 0.9981049299240112]"
2025-05-24 10:56:12.336188,"[0.5233177542686462, 0.6252293586730957, -1.0927848815917969, 0.9978308081626892]","[0.5497491359710693, 0.5399280190467834, -1.0407897233963013, 0.9960203766822815]","[0.5650050640106201, 0.5421973466873169, -1.041087031364441, 0.9967828989028931]","[0.5791700482368469, 0.5449350476264954, -1.0412205457687378, 0.9954167604446411]","[0.5003034472465515, 0.5354353189468384, -1.0429551601409912, 0.9964370131492615]","[0.4847167432308197, 0.5347215533256531, -1.0426017045974731, 0.997344970703125]","[0.4695463180541992, 0.5354112982749939, -1.043019413948059, 0.9969618320465088]","[0.6054389476776123, 0.5774800181388855, -0.6509615778923035, 0.9964214563369751]","[0.4473429024219513, 0.570221483707428, -0.6243253350257874, 0.9981873631477356]"
2025-05-24 10:56:12.402641,"[0.5242642164230347, 0.6253634691238403, -1.1162785291671753, 0.9978975057601929]","[0.5502921938896179, 0.5398790836334229, -1.0641206502914429, 0.9960987567901611]","[0.5654735565185547, 0.5421519875526428, -1.0644111633300781, 0.9968814253807068]","[0.5798435211181641, 0.5448214411735535, -1.064573884010315, 0.995516836643219]","[0.500679612159729, 0.5355759859085083, -1.0702557563781738, 0.9965127110481262]","[0.48490583896636963, 0.535011887550354, -1.0698963403701782, 0.997426450252533]","[0.4696250259876251, 0.5359185934066772, -1.0703198909759521, 0.9970312714576721]","[0.6056861281394958, 0.5774620175361633, -0.6744768023490906, 0.9965240359306335]","[0.4472498297691345, 0.5712613463401794, -0.6770126819610596, 0.9982465505599976]"
2025-05-24 10:56:12.469029,"[0.5275450348854065, 0.6256954669952393, -1.107844591140747, 0.9978690147399902]","[0.5513383150100708, 0.5398465394973755, -1.0566949844360352, 0.9959993958473206]","[0.5662068724632263, 0.5419033765792847, -1.0570000410079956, 0.9968236088752747]","[0.580561101436615, 0.5442550182342529, -1.057237982749939, 0.99540114402771]","[0.5023953318595886, 0.5359393358230591, -1.0649312734603882, 0.9964349865913391]","[0.48621809482574463, 0.5357010364532471, -1.0645862817764282, 0.9973912835121155]","[0.47058022022247314, 0.5369477272033691, -1.0650285482406616, 0.9969768524169922]","[0.6056997179985046, 0.576993465423584, -0.668746829032898, 0.9964465498924255]","[0.4472350776195526, 0.5726383328437805, -0.6771069765090942, 0.9982316493988037]"
2025-05-24 10:56:12.534160,"[0.5308400392532349, 0.6261513829231262, -1.1413016319274902, 0.9978780746459961]","[0.5523149967193604, 0.5398664474487305, -1.0888298749923706, 0.9960472583770752]","[0.5667493343353271, 0.5418593287467957, -1.0891300439834595, 0.9968478679656982]","[0.580946683883667, 0.5438496470451355, -1.0893168449401855, 0.9954580664634705]","[0.5042819976806641, 0.5369876623153687, -1.100111484527588, 0.9964706897735596]","[0.48778602480888367, 0.5372993350028992, -1.09975004196167, 0.9973993897438049]","[0.47188296914100647, 0.5390094518661499, -1.1001726388931274, 0.9969891309738159]","[0.6055224537849426, 0.5761306881904602, -0.6821615099906921, 0.9964980483055115]","[0.44724005460739136, 0.5750043392181396, -0.7114098072052002, 0.9982250928878784]"
2025-05-24 10:56:12.603515,"[0.533915638923645, 0.6255570650100708, -1.1497098207473755, 0.997859537601471]","[0.553598165512085, 0.5391528606414795, -1.0960959196090698, 0.9959872961044312]","[0.5676395297050476, 0.5406593084335327, -1.0964279174804688, 0.9968315362930298]","[0.581758439540863, 0.5422692894935608, -1.0966811180114746, 0.9954138398170471]","[0.5066445469856262, 0.5368568301200867, -1.1071852445602417, 0.9964088797569275]","[0.4899694323539734, 0.5372714400291443, -1.1068172454833984, 0.997370719909668]","[0.47385498881340027, 0.5390030741691589, -1.1072590351104736, 0.9969322085380554]","[0.6056240797042847, 0.5751656889915466, -0.690270721912384, 0.9964897632598877]","[0.44731685519218445, 0.5753342509269714, -0.7208408713340759, 0.9982026815414429]"
2025-05-24 10:56:12.670148,"[0.536041259765625, 0.6239902377128601, -1.1447068452835083, 0.9977976083755493]","[0.5548961758613586, 0.5376148819923401, -1.091797947883606, 0.9958391189575195]","[0.5687434673309326, 0.5390851497650146, -1.0921367406845093, 0.9966866374015808]","[0.5829038023948669, 0.5408728122711182, -1.0923813581466675, 0.9952516555786133]","[0.5084903240203857, 0.5354148149490356, -1.1016082763671875, 0.9962837100028992]","[0.4915028512477875, 0.5360478162765503, -1.1012316942214966, 0.997251570224762]","[0.4752327501773834, 0.5380485653877258, -1.1016781330108643, 0.9968244433403015]","[0.6059715747833252, 0.5747489929199219, -0.6910511255264282, 0.9963026642799377]","[0.4474359452724457, 0.5751449465751648, -0.7220922112464905, 0.9981166124343872]"
